"","comid","urbn","frst","wtnd","agrc","shrb","urbn_t","frst_t","wtnd_t","agrc_t","shrb_t"
"4763",23781421,0,88.98,0,0,11,0,86.36,0,0,12.52
"4764",23781423,0,91.21,0,0,8.79,0,91.21,0,0,8.79
"4765",23781425,5.12,93.19,0,0,1.68,5.12,93.19,0,0,1.68
"4766",23781427,0,83.79,0,0,2.72,0,83.79,0,0,2.72
"4767",23781429,0,84.58,0,0,14.47,0,84.44,0,0,15.16
"4768",23781431,0.41,88.34,0,0,11.25,0.41,88.34,0,0,11.25
"4769",23781433,9.58,54.04,0,0,9.18,7.38,67.07,0,0,9.1
"4770",23781435,16.13,82.26,0,0,1.61,0.18,86.99,0,0,11.88
"4771",23781437,28.45,36.21,0,0,0,1.17,86.93,0,0,10.95
"4772",23781439,17.39,60.87,0,0,0,5.37,92.53,0,0,1.65
"4773",23781441,0,92.96,0,0,4.32,0,89.91,0,0,8.76
"4774",23781443,0,70.2,0,0,29.26,0,70.2,0,0,29.26
"4775",23781445,0.97,45.15,0,0,21.84,0.04,80.77,0,0,11.9
"4776",23781447,0,83.17,0,0,7.49,0,62.07,0,0,8.37
"4777",23781449,0,99.32,0,0,0,0,87.03,0,0,6.27
"4778",23781451,0,81.74,0,0,18.26,0,84.26,0,0,15.65
"4779",23781453,0,98.92,0,0,1.08,0,89.95,0,0,9.56
"4780",23781455,1.73,96.63,0,0,1.64,1.73,96.63,0,0,1.64
"4781",23781457,0.33,92.67,0,0,7,0.33,92.67,0,0,7
"4782",23781459,5.56,27.78,0,0,0,1.76,96.06,0,0,1.63
"4783",23781461,12.49,37.04,0,0,3.3,2.1,79.15,0,0,10.53
"4784",23781463,0,83.93,0,0,2.67,0,83.93,0,0,2.67
"4785",23781465,0,69.83,0,1.76,25.44,0,69.83,0,1.76,25.44
"4786",23781467,0,82.4,0,0,11.45,0,82.4,0,0,11.45
"4787",23781469,0,78.42,0,0,17.58,0,78.42,0,0,17.58
"4788",23781471,0,81.78,0,0,18.22,0,81.78,0,0,18.22
"4789",23781473,0,96.47,0,0,3.53,0,89.63,0,0,10.18
"4790",23781475,0,46.89,0,0,15.75,0,46.89,0,0,15.75
"4791",23781477,0,54.1,0,0,3.48,0,54.1,0,0,3.48
"4792",23781479,0,95.27,0,0,4.59,0,95.27,0,0,4.59
"4793",23781481,0,87.98,0,0,12.02,0,87.98,0,0,12.02
"4794",23781483,0,96.3,0,0,2.59,0,96.3,0,0,2.59
"4795",23781485,0,95.26,0,0,4.74,0,90.65,0,0,9
"4796",23781487,0,61.23,0,0,27.95,0,61.23,0,0,27.95
"4797",23781489,0,100,0,0,0,0,73.97,0,0,15.71
"4798",23781491,0,89.09,0,0,10.05,0,89.09,0,0,10.05
"4799",23781493,0,88.63,0,0,11.37,0,88.63,0,0,11.37
"4800",23781495,0,81.36,0,0,8.59,0,81.36,0,0,8.59
"4801",23781497,0,70.74,0,0,0,0,86.72,0,0,0.91
"4802",23781499,0,77.02,0,0,12.24,0,77.02,0,0,12.24
"4803",23781501,0,91.85,0,0,1.77,0,91.85,0,0,1.77
"4804",23781503,0,75.21,0,0,24.79,0,75.21,0,0,24.79
"4805",23781505,0,83.03,0,0,16.45,0,79.19,0,0,20.06
"4806",23781507,1.11,92.88,0,0,5.81,1.11,92.88,0,0,5.81
"4807",23781509,0,35.92,0,0,1.46,0,75.19,0,0,21.87
"4808",23781511,0,99.36,0,0,0.64,0,99.36,0,0,0.64
"4809",23781513,0,68.34,0,0,29.57,0,68.34,0,0,29.57
"4810",23781515,0,84.81,0,0,15.19,0,84.81,0,0,15.19
"4811",23781517,0,96.22,0,0,3.27,0,96.22,0,0,3.27
"4812",23781519,0,86.19,0,0,13.55,0,86.19,0,0,13.55
"4813",23781521,0,80.55,0,0,0,0,78.34,0,0,16.38
"4814",23781523,0,80.08,0,0,8.6,0,74.96,0,0,23.51
"4815",23781525,0,85.79,0,0,14.21,0,85.79,0,0,14.21
"4816",23781527,0,63.16,0,0,10.53,0,74.37,0,0,25.26
"4817",23781529,0,38.84,0,0,58.4,0,38.84,0,0,58.4
"4818",23781531,0,87.2,0,0,10.7,0,87.2,0,0,10.7
"4819",23781533,0,80.65,0,0,17.2,0,77.64,0,0,22.22
"4820",23781535,0,98.42,0,0,1.58,0,98.42,0,0,1.58
"4821",23781537,0,92.79,0,0,7.17,0,92.79,0,0,7.17
"4822",23781539,0,74.48,0,0,25.52,0,74.48,0,0,25.52
"4823",23781541,0,59.29,0,0,40.71,0,59.29,0,0,40.71
"4824",23781543,0,45.15,0,0,41.02,0,45.15,0,0,41.02
"4825",23781545,0,66.02,0,0,33.98,0,77.42,0,0,22.49
"4826",23781547,0,69.4,0,0,30.6,0,69.4,0,0,30.6
"4827",23781549,0,69.29,0,0,16.54,0,61.44,0,0,14.71
"4828",23781551,0,80.06,0,0,19.94,0,80.06,0,0,19.94
"4829",23781553,0,79.7,0,0,20.19,0,79.7,0,0,20.19
"4830",23781555,0.68,84.54,0,0,14.44,0.68,84.54,0,0,14.44
"4831",23781557,0,89.43,0,0,10.57,0,79.41,0,0,20.47
"4832",23781559,0,74.55,0,0,24.92,0,78.91,0,0,20.93
"4833",23781561,0,95.09,0,0,4.91,0,81.27,0,0,18.73
"4834",23781563,0,73.54,0,0,26.34,0,73.54,0,0,26.34
"4835",23781565,0,55.87,0,0,13.41,0,55.87,0,0,13.41
"4836",23781567,0,91.26,0,0,8.74,0,91.26,0,0,8.74
"4837",23781569,0,93.24,0,0,6.76,0,93.24,0,0,6.76
"4838",23781571,6.73,76.32,0,0,16.96,0.24,77.36,0,0,22.34
"4839",23781573,0,93.14,0,0,6.62,0,93.14,0,0,6.62
"4840",23781575,0,94.18,0,0,5.82,0,94.18,0,0,5.82
"4841",23781577,0,96.48,0,0,3.52,0,75.61,0,0,3.29
"4842",23781579,0,95.46,0,0,4.54,0,68.49,0,0,2.76
"4843",23781581,1.16,74.63,1.5,0,17.03,1.16,74.63,1.5,0,17.03
"4844",23781583,0,66.63,0,0,4.27,0,66.63,0,0,4.27
"4845",23781585,0,94.96,0,0,5.04,0,79.84,0,0,3.98
"4846",23781587,0,80.62,0,0,18.93,0,80.62,0,0,18.93
"4847",23781589,0,95.34,0,0,4.54,0,68.39,0,0,2.02
"4848",23781591,0,78.21,0,0,17.3,0,78.21,0,0,17.3
"4849",23781593,0,96,0,0,4,0,93.93,0,0,5.75
"4850",23781595,0,77.49,0,0,22.51,0,77.49,0,0,22.51
"4851",23781597,0.53,90.4,0,0,7.46,0.06,81.04,0,0,4.75
"4852",23781599,0,47.23,0,0,1.31,0,47.23,0,0,1.31
"4853",23781601,0,96.25,0,0,3.33,0,96.25,0,0,3.33
"4854",23781603,0,87.52,0,0,12.48,0,87.52,0,0,12.48
"4855",23781605,0,85.18,0,0,14.73,0,85.18,0,0,14.73
"4856",23781607,0,68.12,0,0,31.88,0,68.12,0,0,31.88
"4857",23781609,0,69.75,0,0,0.75,0,69.75,0,0,0.75
"4858",23781611,0,88.62,0,0,11.27,0,88.76,0,0,11.18
"4859",23781613,0,96,0,0,4,0,96,0,0,4
"4860",23781615,0,77.89,0,0,21.96,0,77.89,0,0,21.96
"4861",23781617,0,93.16,0,0,6.64,0,93.16,0,0,6.64
"4862",23781619,0,96.97,0,0,3.03,0,96.97,0,0,3.03
"4863",23781621,0,90.12,0,0,9.67,0,90.12,0,0,9.67
"4864",23781623,0,79.94,0,0,17.14,0,79.94,0,0,17.14
"4865",23781625,0,81.14,0,0,18.86,0,81.14,0,0,18.86
"4866",23781627,0.11,78.43,0,0,20.57,0.11,78.43,0,0,20.57
"4867",23781629,0,81.52,0,0,18.48,0,81.52,0,0,18.48
"4868",23781631,0,94.82,0,0,4.74,0,94.82,0,0,4.74
"4869",23781633,0,96.72,0,0,3.28,0,96.72,0,0,3.28
"4870",23781635,0,85.32,0,0,14.68,0,96.28,0,0,3.72
"4871",23781637,0,38.65,0,0,22.91,0,38.65,0,0,22.91
"4872",23781639,0,91.22,0,0,8.78,0,91.22,0,0,8.78
"4873",23781641,0,96.67,0,0,3.33,0,84.57,0,0,14.52
"4874",23781643,0,12.67,0,0,3.59,0,12.67,0,0,3.59
"4875",23781645,0,90.13,0,0,9.18,0,38.57,0,0,9.49
"4876",23781647,0,87.01,0,0,12.99,0,49.25,0,0,8.83
"4877",23781649,0,91.11,0,0,8.61,0,94.07,0,0,5.78
"4878",23781651,0,100,0,0,0,0,45.52,0,0,8.42
"4879",23781653,0,75.38,0,0,20.01,0,75.38,0,0,20.01
"4880",23781655,0,87.82,0,0,12.19,0,87.82,0,0,12.19
"4881",23781657,0,91.63,0,0,8.37,0,91.63,0,0,8.37
"4882",23781659,0,65.84,0.72,0,3.34,0,68.45,0.19,0,6.32
"4883",23781661,0,79.4,0,0,19.71,0,79.4,0,0,19.71
"4884",23781663,0,70.65,0,0,28.68,0,70.65,0,0,28.68
"4885",23781665,0,90.46,0,0,9.54,0,90.46,0,0,9.54
"4886",23781667,0,93.93,0,0,6.07,0,93.3,0,0,6.7
"4887",23781669,0,97.34,0,0,2.66,0,97.34,0,0,2.66
"4888",23781671,0.71,94.37,0,0,4.92,0.71,94.37,0,0,4.92
"4889",23781673,0,82.55,0,0,17.45,0,82.55,0,0,17.45
"4890",23781675,0,97.02,0,0,2.98,0,97.02,0,0,2.98
"4891",23781677,0,83.65,0,0,16.35,0,83.65,0,0,16.35
"4892",23781679,0,92.53,0,0,7.47,0,92.53,0,0,7.47
"4893",23781681,0,76.15,0,0,23.23,0,75.33,0,0,24.21
"4894",23781683,0,100,0,0,0,0,75.14,0,0,24.01
"4895",23781685,0,100,0,0,0,0,73.77,0,0,23.65
"4896",23781687,0,70.1,0,0,21.86,0,69.91,0.51,0,14.69
"4897",23781689,0,67.69,0,0,6.44,0,69.19,0.03,0,7.17
"4898",23781691,0,79.11,0,0,20.89,0,79.11,0,0,20.89
"4899",23781693,0,58.97,1.6,0,16.35,0,69.82,0.74,0,11.39
"4900",23781695,0,79.12,0,0,7.14,0,79.12,0,0,7.14
"4901",23781697,0,68.52,0,0,9.75,0,73.08,0,0,24.27
"4902",23781699,0,85.01,0,0,8.45,0,75.01,0,0,7.45
"4903",23781701,0,73.71,0,0,26.29,0,73.71,0,0,26.29
"4904",23781703,0,73.49,0,0,7.3,0,73.49,0,0,7.3
"4905",23781705,0,93.66,0,0,6.34,0,93.66,0,0,6.34
"4906",23781707,0,99.47,0,0,0.53,0,99.47,0,0,0.53
"4907",23781709,0,75.11,0,0,24.89,0,75.11,0,0,24.89
"4908",23781711,0.15,46.89,0,0,51.16,0.15,46.89,0,0,51.16
"4909",23781713,0.05,62.12,0,0,33.76,0.05,62.12,0,0,33.76
"4910",23781715,0,61.25,0,0,30.76,0,67.81,0,0,27.98
"4911",23781717,0,87.75,0,0,12.25,0,93.68,0,0,6.32
"4912",23781719,0,81.93,0,0,17.64,0,81.93,0,0,17.64
"4913",23781721,0,79.53,0,0,20.47,0.08,60.33,0,0,37.77
"4914",23781723,0,97.97,0,0,2.03,0,94.19,0,0,5.81
"4915",23781725,0,75.16,0,0,23.95,0,75.16,0,0,23.95
"4916",23781727,0,98.9,0,0,0.67,0,98.9,0,0,0.67
"4917",23781729,0,95.07,0,0,4.93,0,95.07,0,0,4.93
"4918",23781731,0,46.78,0,0,3.9,0,46.78,0,0,3.9
"4919",23781733,0,47.46,0,0,51.09,0,80.51,0,0,19
"4920",23781735,0.05,85.24,0,0,14.51,0.05,70.88,0,0,27.92
"4921",23781737,1.94,77.98,0,0,19.84,1.94,77.98,0,0,19.84
"4922",23781739,0.34,81.05,0,0,17.89,0.34,81.05,0,0,17.89
"4923",23781741,1.97,78.52,0,0,19.37,1.97,78.52,0,0,19.37
"4924",23781743,0,41.82,0,0,0.44,0,41.82,0,0,0.44
"4925",23781745,0,58.46,0,0,0.19,0,61.28,0,0,0.29
"4926",23781747,0,85.28,0,0,13.96,0,90.09,0,0,9.53
"4927",23781749,0,86.38,0,0,0.24,0,86.38,0,0,0.24
"4928",23781751,0,89.54,0,0,10.46,0,89.54,0,0,10.46
"4929",23781753,0,91.18,0,0,8.53,0,91.18,0,0,8.53
"4930",23781755,0.59,87.99,0,0,11.14,0.13,94.38,0,0,5.32
"4931",23781757,0,99.15,0,0,0,0,92.67,0,0,0.4
"4932",23781759,0,90.97,0,0,8.79,0,90.97,0,0,8.79
"4933",23781761,0,92,0,0,0,0,92.79,0,0,0
"4934",23781763,0,98.21,0,0,1.39,0,98.21,0,0,1.39
"4935",23781765,0,93.31,0,0,0,0,93.31,0,0,0
"4936",23781767,0,83.33,0,0,4.79,0,80.53,0,0,1.45
"4937",23781769,0,100,0,0,0,0,81.77,0,0,1.36
"4938",23781771,0,79.19,0,0,0.36,0,79.19,0,0,0.36
"4939",23781773,0,95.97,0,0,4.03,0,95.36,0,0,4.64
"4940",23781775,0,94.98,0,0,5.02,0,82.66,0,0,1.11
"4941",23781777,0,94.66,0,0,0,0,79.25,0,0,0.03
"4942",23781779,0,93.76,0,0,2.27,0,93.76,0,0,2.27
"4943",23781781,0,90.6,0,0,0,0,91.52,0,0,0.66
"4944",23781783,0,80.4,0,0,19.42,0,80.4,0,0,19.42
"4945",23781785,0,79.89,0,0,0.69,0,79.89,0,0,0.69
"4946",23781787,0,94.85,0,0,5.15,0,94.85,0,0,5.15
"4947",23781789,0,100,0,0,0,0,78.19,0,0,0
"4948",23781791,0.42,90.64,0,0,8.01,0.19,85.3,0,0,14.04
"4949",23781795,0,69.53,0,0,6.59,0,54.37,0.1,0,4.91
"4950",23781797,0,49.83,0,0,0,0,43.9,0,0,0.84
"4951",23781799,0,49.97,0,0,0,0,43.16,0,0,0.95
"4952",23781801,0,80,0,0,0,0,69.68,0,0,0
"4953",23781803,0,39.33,0,0,1.48,0,39.33,0,0,1.48
"4954",23781805,0,77.46,0,0,0.03,0,77.46,0,0,0.03
"4955",23781807,0,86.38,0,0,13.62,0,86.38,0,0,13.62
"4956",23781809,0,66.67,0,0,13.33,0,30.88,0,0,0.96
"4957",23781811,0,84.15,0,0,9.76,0,26.18,0,0,0.2
"4958",23781813,0,37.53,0,0,0.14,0,37.53,0,0,0.14
"4959",23781815,0,73.87,0,0,25.93,0,73.87,0,0,25.93
"4960",23781817,0,50.4,0,0,49.42,0,50.4,0,0,49.42
"4961",23781819,0,69.02,0,0,0,0,69.02,0,0,0
"4962",23781821,0,53.02,0.14,0,4.58,0,50.35,0.12,0,4.46
"4963",23781823,0.53,89.82,0,0,4.66,0.53,89.82,0,0,4.66
"4964",23781825,0,31,0,0,3.6,0,31,0,0,3.6
"4965",23781827,78.95,21.05,0,0,0,0.73,79.34,0,0,9.88
"4966",23781829,0,52.5,0,0,4.96,0,36.5,0,0,1.79
"4967",23781831,0,41.12,0,0,0.16,0,22.66,0,0,0.16
"4968",23781833,0,14.75,0,0,0,0,35.76,0,0,0.1
"4969",23781835,0,21.32,0,0,0,0,21.32,0,0,0
"4970",23781837,0,20.76,0,0,2.68,0,20.46,0,0,3.64
"4971",23781839,0,22.56,0,0,0,0,12.76,0,0,0
"4972",23781841,0,73.84,0,0,11.85,0,73.84,0,0,11.85
"4973",23781843,0,8.4,0,0,2.4,0,20.39,0,0,3.87
"4974",23781845,0,5.14,0,0,5.61,0,22.19,0,0,4.09
"4975",23781847,0,40.27,0,0,2.48,0,40.27,0,0,2.48
"4976",23781849,0,6.55,0,0,0,0,37.23,0,0,0.21
"4977",23781851,0,79.67,0,0,0,0,39.77,0,0,0.23
"4978",23781853,0,55.28,0,0,0,0,36.03,0,0,0.25
"4979",23781855,1.79,92.95,0,0,5.27,1.79,92.95,0,0,5.27
"4980",23781857,0,12.36,0,0,0.32,0,12.36,0,0,0.32
"4981",23781859,0,21.73,0,0,0,0,28.7,0,0,0.35
"4982",23781861,0,21.47,0,0,5.12,0,21.47,0,0,5.12
"4983",23781863,0,6.8,0,0,0.36,0,6.8,0,0,0.36
"4984",23781865,0,34.31,0,0,0,0,34.66,0,0,0
"4985",23781867,0,3,0,0,0,0,3,0,0,0
"4986",23781869,0,23,0,0,0,0,23,0,0,0
"4987",23781871,0,31.55,0,0,0.49,0,31.55,0,0,0.49
"4988",23781873,0,54.48,0,0,0.35,0,31.71,0,0,1.8
"4989",23781875,0,26.75,0,0,1.31,0,42.53,0,0,0.41
"4990",23781877,0,54,0,0,14.12,0,44.84,0,0,3.17
"4991",23781879,0,35.24,0,0,0,0,35.24,0,0,0
"4992",23781881,0,22.08,0,0,8.12,0,43.7,0,0,3.41
"4993",23781883,0,47.3,0,0,0.41,0,43.83,0,0,3.3
"4994",23781885,0,49.66,0,0,0,0,49.66,0,0,0
"4995",23781887,0,80.51,0,0,18.3,0,80.51,0,0,18.3
"4996",23781889,0,68.71,0,0,0,0,68.71,0,0,0
"4997",23781891,0,99.36,0.27,0,0,0,96.23,0.18,0,0.8
"4998",23781893,0,90.38,0,0,2.3,0,90.38,0,0,2.3
"4999",23781895,0,100,0,0,0,0,100,0,0,0
"5000",23781897,0,97.37,0,0,0,0,97.37,0,0,0
"5001",23781899,4.79,5.28,0.66,87.27,0.02,4.79,5.28,0.66,87.27,0.02
"5002",23781901,10.2,0,3.13,79.61,6.74,13.04,6.12,0.67,77.46,1.57
"5003",23781903,0,48.29,0,0,5.3,0,75.4,0,0,21.98
"5004",23781929,5,7,45,43,0,1.38,76.93,0.12,1.97,12.31
"5005",23781933,27.62,0,8.29,41.43,0,1.32,77.46,0.12,1.5,12.34
"5006",23781939,16.2,1.65,6.47,71.05,4.45,1.51,76.62,0.16,2.17,12.27
"5007",23781945,8.57,0,6.19,85.24,0,1.51,76.61,0.16,2.19,12.27
"5008",23781963,1.93,5.37,7.84,80.34,4.51,1.93,5.37,7.84,80.34,4.51
"5009",23781969,7.32,6.1,23.57,34.14,5.69,1.47,76.8,0.14,2.01,12.29
"5010",23781971,0,0,61.12,0,0,1.47,76.8,0.14,2.01,12.28
"5011",23781973,0,8.91,54.46,22.77,13.86,1.47,76.8,0.14,2.01,12.29
"5012",23781975,4.76,42.86,33.33,0,19.05,1.47,76.8,0.15,2.01,12.29
"5013",23781977,3.09,23.71,26.8,0,15.46,1.47,76.79,0.15,2.01,12.29
"5014",23781981,11.11,0,33.33,44.44,0,1.51,76.61,0.16,2.19,12.27
"5015",23781985,0,0,0,25,0,1.47,76.79,0.15,2.01,12.29
"5016",23782007,4.12,0,76.29,19.59,0,1.42,76.49,0.23,2.34,12.23
"5017",23782011,9.11,7.87,18.77,59.17,0,1.42,76.49,0.23,2.34,12.23
"5018",23782013,2.48,4.56,29.46,59.75,0,1.31,77.48,0.12,1.49,12.34
"5019",23782015,0,13.64,58.08,25.25,0,1.31,77.48,0.12,1.49,12.34
"5020",23782017,2.68,4.7,38.26,19.46,0,1.31,77.47,0.11,1.49,12.34
"5021",23782019,4.95,38.16,22.11,9.59,6.69,1.31,77.47,0.11,1.49,12.34
"5022",23782041,5,7,45,43,0,1.39,76.92,0.12,1.98,12.31
"5023",23782045,61.65,1.47,12.36,21.68,0,1.47,76.81,0.14,2.01,12.29
"5024",23785607,0,2.44,19.51,0,24.39,1.88,58.52,0.57,13.95,16.8
"5025",23785609,0.42,1.95,11.87,81.47,2.92,1.88,58.52,0.57,13.95,16.8
"5026",23785611,0,0,47.78,40,0,1.88,58.59,0.56,13.89,16.82
"5027",23785613,0,9.09,49.35,32.47,0,1.88,58.59,0.56,13.89,16.82
"5028",23785615,0,6.96,45.57,39.24,0,1.88,58.59,0.56,13.89,16.82
"5029",23785617,1.58,12.13,6.05,77.2,0.4,1.88,58.59,0.56,13.89,16.82
"5030",23785619,0,1.82,29.09,54.55,0,1.86,58.78,0.55,13.62,16.88
"5031",23785621,4.04,3.75,2.02,83.86,0.86,1.86,58.93,0.54,13.42,16.92
"5032",23785623,3.89,0,11.39,77.22,2.5,1.86,58.94,0.54,13.41,16.92
"5033",23785625,0,0,31,50.5,3.5,1.86,58.94,0.54,13.4,16.93
"5034",23785627,0,0,44.71,34.11,0,1.86,58.95,0.54,13.4,16.93
"5035",23785629,0,0,0,18.75,0,8.63,0.59,2.76,86.96,0.06
"5036",23785631,4.18,0.1,1.4,93.32,0,8.63,0.59,2.76,86.99,0.06
"5037",23785633,3.5,0,2.2,92.58,0,9.32,0.67,3.04,86.22,0.07
"5038",23785635,6.99,0.29,9.98,79.19,0.71,9.13,0.92,3.06,86.11,0.07
"5039",23785637,5.91,0.55,2.68,90.23,0,9.37,0.99,2.3,86.87,0
"5040",23785639,27.77,0,0,72.22,0,5.57,0.25,3.39,90.75,0
"5041",23785641,5.38,0.25,3.42,90.9,0,5.38,0.25,3.42,90.9,0
"5042",23785643,0.55,0,28.57,70.88,0,1.78,59.64,0.51,12.54,17.12
"5043",23785645,2.15,0.69,10.58,77.13,1.72,1.77,61.02,0.36,10.58,17.67
"5044",23785647,0.62,0,40.44,21.91,16.36,1.89,64.68,0.27,6.11,18.8
"5045",23785649,0,0,40.67,52.29,0.7,1.89,64.69,0.27,6.11,18.8
"5046",23785651,1.53,0.63,56.64,29.35,0.27,1.89,64.7,0.26,6.09,18.81
"5047",23785653,0,0,0,0,28.57,1.89,64.74,0.22,6.08,18.82
"5048",23785655,0.83,0,25.25,59.74,0.99,1.88,64.87,0.22,5.92,18.85
"5049",23785657,8.07,0.48,26.59,53.66,0.6,1.87,64.97,0.21,5.8,18.88
"5050",23785659,0,0,63.24,18.85,0,1.85,65.23,0.13,5.54,18.96
"5051",23785661,0,0,67.96,19.91,0,1.85,65.35,0.07,5.45,18.99
"5052",23785663,0.13,8.11,5.91,73.05,0,1.85,65.36,0.05,5.44,19
"5053",23785665,3.72,2.61,0.41,87.17,0,1.83,66.28,0.03,4.55,19.17
"5054",23785667,4.56,16.54,1.32,65.81,1.66,1.83,66.37,0.03,4.44,19.19
"5055",23785669,0,12.17,9.13,59.13,0,1.83,66.45,0.03,4.33,19.23
"5056",23785671,9.95,3.92,0.33,76.51,0,1.66,66.63,0.03,4.25,19.28
"5057",23785673,0,0,0,67.85,0,1.6,66.74,0.03,4.16,19.31
"5058",23785675,6.11,15.95,0.44,64.69,0.52,1.6,66.74,0.03,4.15,19.31
"5059",23785677,8.02,35.65,0.89,31.73,3.83,1.59,66.88,0.03,4.03,19.33
"5060",23785679,0,35.61,6.85,4.79,6.85,1.58,66.9,0.03,4.02,19.34
"5061",23785681,22.67,15.7,1.41,34.34,7.02,1.58,66.9,0.03,4.02,19.34
"5062",23785683,12.32,16.51,0,50.98,3.45,1.46,67.22,0.02,3.83,19.42
"5063",23785685,2.9,0.97,0,44.93,0,1.44,68.8,0.02,2.81,19.16
"5064",23785687,14.21,28.31,0.54,39.06,3.23,1.33,69.25,0.02,2.44,19.25
"5065",23785689,28,4,0,52,0,1.3,69.36,0.02,2.35,19.3
"5066",23785691,1.02,47.54,3.57,3.91,12.05,1.29,69.36,0.02,2.35,19.3
"5067",23785693,0,45.72,0,22.85,0,1.3,69.37,0.02,2.35,19.3
"5068",23785695,0,38.89,0,52.95,2.09,1.3,69.37,0.02,2.35,19.3
"5069",23785697,0,39.47,0,0,13.16,1.28,70.06,0.01,1.85,19.33
"5070",23785699,0.16,31.28,0,46.13,6.05,1.28,70.07,0.01,1.85,19.33
"5071",23785701,3.18,25.86,0.23,56.1,3.05,1.28,70.12,0.01,1.79,19.35
"5072",23785703,1.93,54.11,0,11.55,9.21,1.31,71.3,0.01,1.46,18.77
"5073",23785705,4.62,21.22,0.13,35.88,13.57,1.31,71.32,0.01,1.44,18.79
"5074",23785707,0,8.13,1.22,51.63,0.81,1.29,71.64,0.01,1.22,18.83
"5075",23785709,5.45,26.37,0.41,32.9,12.02,1.29,71.65,0.01,1.22,18.83
"5076",23785711,19.3,40.74,0,0,9.38,1.25,72.05,0.01,0.94,18.89
"5077",23785713,17.5,27.4,0.44,30.89,11.52,1.25,72.28,0.01,0.69,18.93
"5078",23785715,28.28,17.86,0.11,22.49,15.8,0.99,73.44,0.01,0.4,18.58
"5079",23785717,7.78,29.95,0,16.51,23.35,0.77,73.87,0.01,0.23,18.6
"5080",23785719,25.8,37.54,0,0,6.74,0.73,74.12,0.01,0.13,18.58
"5081",23785721,6.7,42.18,0.1,3.9,25.52,0.4,60,0.01,0.51,25.46
"5082",23785723,0.16,39.01,0,6.45,25.14,0.01,63.53,0,0.36,23.27
"5083",23785725,0.42,49.46,0,0,16.38,0,64.5,0,0,21.63
"5084",23785727,0,22.93,0,0,37.03,0,65.44,0,0,20.66
"5085",23785729,0,33.29,0,0,37.02,0,66.51,0,0,19.91
"5086",23785731,0,67.75,0,0,27.13,0,66.31,0,0,20.13
"5087",23785733,0,56.51,0,0,29.13,0,66.5,0,0,19.28
"5088",23785735,0,57.85,0,0,27.24,0,66.76,0,0,19.15
"5089",23785737,0,65.38,0,0,34.62,0,66.97,0,0,18.99
"5090",23785739,0,61.14,0,0,19.86,0,67.38,0,0,18.97
"5091",23785741,0,64.13,0,0,18.65,0,67.69,0,0,20.85
"5092",23785743,0,28.13,0,0,71.88,0,68.86,0,0,23.65
"5093",23785745,0,78.57,0,0,9.15,0,72.78,0,0,18.57
"5094",23785747,0,71.88,0,0,7.48,0,69.29,0,0,22.26
"5095",23785749,0,93.75,0,0,6.25,0,73.9,0,0,18.2
"5096",23785751,0,63.2,0,0,6.63,0,73.86,0,0,18.53
"5097",23785753,0,86.74,0,0,13.26,0,86.74,0,0,13.26
"5098",23785755,0,48.04,0,0,28.83,0,63.85,0,0.5,26.45
"5099",23785757,0,47.2,0,0,42.41,0,67.43,0,0,26.35
"5100",23785759,0,59.01,0,0,33.88,0,82.52,0,0,15.03
"5101",23785761,0,57.2,0,0,42.8,0,90.26,0,0,8.75
"5102",23785763,0,94.64,0,0,5.36,0,91.2,0,0,7.56
"5103",23785765,0,92.36,0,0,5.78,0,92.36,0,0,5.78
"5104",23785767,9.67,48.77,0,0,14.35,0.78,75.95,0.01,0.08,17.69
"5105",23785769,13.39,15.06,0,0,11.6,0.76,75.98,0.01,0.08,17.69
"5106",23785771,0,0,0,0,0,0.73,76.18,0.01,0.08,17.65
"5107",23785773,5.02,33.22,0,0,17.82,0.73,76.25,0.01,0.08,17.62
"5108",23785775,10.01,40.34,0,0,16.15,1.04,78.68,0,0.17,14.75
"5109",23785777,5.85,41.29,0,0,11.4,1.02,78.97,0,0.17,14.64
"5110",23785779,5.53,62.26,0,0.32,7.02,0.98,79.24,0,0.17,14.66
"5111",23785781,6.58,52.97,0,0,18.24,0.96,79.42,0,0.17,14.77
"5112",23785783,4.01,45.72,0,4.01,21.05,0.95,79.66,0,0.17,14.7
"5113",23785785,5.48,46.67,0,5.11,17.97,0.94,79.9,0,0.14,14.65
"5114",23785787,4.04,63.01,0,0.06,15.86,0.91,80.26,0,0.09,14.59
"5115",23785789,4.84,55.3,0,0,23.29,0.91,80.99,0,0.09,14.27
"5116",23785791,2.45,57.47,0,1.3,19.6,0.88,81.51,0,0.08,14.09
"5117",23785793,6.69,49.78,0,0.06,21.6,0.87,81.86,0,0.07,14
"5118",23785795,12.24,44.68,0,0,12.23,0.84,82.01,0,0.07,13.99
"5119",23785797,30.11,48.39,0,0,6.45,0.85,82.33,0,0.07,13.83
"5120",23785799,32.86,64.29,0,0,2.86,0.85,82.52,0,0.07,13.74
"5121",23785801,32.86,64.29,0,0,2.86,0.86,82.59,0,0.07,13.93
"5122",23785803,7.86,53.09,0,0,32.39,0.87,82.93,0,0.07,13.67
"5123",23785805,3.52,35.06,0,0,37.86,0.85,83.15,0,0.07,13.68
"5124",23785807,18.18,19.28,0,13.46,46.18,0.84,83.59,0,0.07,13.4
"5125",23785809,1.03,82.14,0,0,15.81,0.03,84.51,0,0,12.45
